"ChatGPT_0" "ChatGPT_1" "ChatGPT_10" "ChatGPT_11" "ChatGPT_12" "ChatGPT_13" "ChatGPT_14" "ChatGPT_15" "ChatGPT_16" "ChatGPT_17" "ChatGPT_18" "ChatGPT_19" "ChatGPT_2" "ChatGPT_20" "ChatGPT_21" "ChatGPT_22" "ChatGPT_23" "ChatGPT_24" "ChatGPT_25" "ChatGPT_26" "ChatGPT_27" "ChatGPT_28" "ChatGPT_29" "ChatGPT_3" "ChatGPT_30" "ChatGPT_31" "ChatGPT_32" "ChatGPT_33" "ChatGPT_4" "ChatGPT_5" "ChatGPT_6" "ChatGPT_7" "ChatGPT_8" "ChatGPT_9" "Jasper_0" "Jasper_1" "Jasper_10" "Jasper_11" "Jasper_12" "Jasper_13" "Jasper_14" "Jasper_15" "Jasper_2" "Jasper_3" "Jasper_4" "Jasper_5" "Jasper_6" "Jasper_7" "Jasper_8" "Jasper_9" "Perplexity_0" "Perplexity_1" "Perplexity_10" "Perplexity_11" "Perplexity_12" "Perplexity_13" "Perplexity_14" "Perplexity_15" "Perplexity_16" "Perplexity_17" "Perplexity_18" "Perplexity_19" "Perplexity_2" "Perplexity_20" "Perplexity_21" "Perplexity_22" "Perplexity_23" "Perplexity_24" "Perplexity_25" "Perplexity_26" "Perplexity_27" "Perplexity_28" "Perplexity_29" "Perplexity_3" "Perplexity_30" "Perplexity_31" "Perplexity_32" "Perplexity_33" "Perplexity_34" "Perplexity_35" "Perplexity_4" "Perplexity_5" "Perplexity_6" "Perplexity_7" "Perplexity_8" "Perplexity_9"
"ChatGPT_0" 0 0.609235119727181 0.704149926785892 0.691197646554475 0.472201521042862 0.707436506762126 0.782546125695738 0.716234623064137 0.694213923927222 0.819886678362018 0.871074513032339 0.628545962055025 0.585886819219941 0.613647080916119 0.727069031790974 0.760049957276431 0.70229224184413 0.667134312017287 0.785010741296427 0.60993612045812 0.772981962775987 0.679191540244168 0.639125326055179 0.673951164856971 0.590922749271226 0.740315694248632 0.73706994158589 0.728012243738486 0.635496435226152 0.713042256953809 0.71007904268705 0.739345978470169 0.755222776234572 0.611126276816388 0.547059029721929 0.661337771057682 0.690412601914665 0.777617381259678 0.73122004653416 0.640072133212658 0.760421543676778 0.764003539103215 0.665384997439939 0.67485693047249 0.735757442645216 0.729649981235361 0.68959686920968 0.787291386420191 0.821705378701661 0.68959686920968 0.460696606111589 0.583492712037986 0.714290412859386 0.719093472683166 0.735293617988409 0.742262262366445 0.712203405672902 0.803270296475641 0.766621760965003 0.734120195877225 0.839068690197128 0.690078536609637 0.508747166690334 0.616795938509788 0.801727711818865 0.636068755083825 0.696710090389582 0.83141212249614 0.831088282974652 0.74561262914065 0.798133533088885 0.554507531510934 0.920551013681892 0.747879453464112 0.742604011195651 0.704741903424442 0.797040831105075 0.760976385061407 0.777021912803815 0.583204923392088 0.633211545943263 0.707039285802546 0.655859038312264 0.718661510845559 0.797016785730472 0.641974363829693
"ChatGPT_1" 0.609235119727181 0 0.899265860669889 0.846866495219412 0.689887090220438 0.860699172380947 0.920573898442161 0.863942582677048 0.851924110672163 0.922424321485426 0.97366824768194 0.781449386608913 0.590182113787729 0.762400472678659 0.859187278211432 0.893922794984496 0.844227744521374 0.864590260182946 0.8698166778356 0.769956138671999 0.848374401030007 0.759993436041376 0.79023326149937 0.794195728232066 0.766841466155386 0.777855705569713 0.795216901857873 0.814551702067634 0.815085573185133 0.889767134426587 0.855950341472606 0.906510688859916 0.87065676655724 0.804493877529373 0.675162362381493 0.810803278368519 0.792213894135707 0.83657026051418 0.773297748058427 0.741531399099983 0.83053290187865 0.880855120344766 0.798916029026982 0.839828354686342 0.802628821615285 0.84684198762796 0.862480403452523 0.889135669696333 0.95032717695003 0.862480403452523 0.572891175232978 0.484318332867923 0.858020613266299 0.863377475536857 0.832939689273278 0.838365814804073 0.839394843614148 0.900906238883238 0.864074189366963 0.842700081247911 0.953852584640504 0.849103631764196 0.61409880743413 0.744309169568635 0.822490212998085 0.784562839851548 0.765316691502657 0.931590475725592 0.955136991898266 0.874972107735206 0.834192368902189 0.75172322454927 0.961073206526244 0.790184264587589 0.793657319393734 0.862014665502475 0.973459512154426 0.805596455542502 0.85314307777213 0.631970735604842 0.744325428629262 0.848180291612059 0.763266631756902 0.858081989008346 0.848949659191639 0.756965176879053
"ChatGPT_10" 0.704149926785892 0.899265860669889 0 0.76607727518773 0.719826133170106 0.734787719937729 0.805271028908074 0.770850898014253 0.79528743968094 0.908362620698629 0.951973978149068 0.849793383851243 0.864757644276764 0.836439057731955 0.684207623384743 0.780480025305226 0.84216985577401 0.623577096690341 0.821753671211403 0.781176448478761 0.718968403395462 0.888473286771424 0.76963475407927 0.748173820762356 0.742498396294323 0.676702153683296 0.688728643828883 0.681784916091092 0.610246396807065 0.706468033086418 0.719193142859223 0.685244441761211 0.859568754227531 0.818602788634657 0.686470167379066 0.752034610099541 1.02548589488888 0.884082184503424 0.836266654087565 0.709174085687752 0.777589387424004 0.781750735230345 0.799508072925902 0.6896180987415 0.800548850050055 0.833161031218479 0.753124239831352 0.787089091687796 0.886131147650487 0.753124239831352 0.685261342795771 0.810823625058123 0.765742699577947 0.743858782439096 0.909224109675635 0.782782806114381 0.801244415846527 0.848840073273557 0.764559389799561 0.773878483395986 0.859180046813968 0.931069524812273 0.747678402378478 0.831156381887934 0.968350179572027 0.682527560931647 0.769045553076789 0.876415806904308 0.861614983782742 0.640347268724488 0.715636935258835 0.782033961525646 0.941781613310429 0.776332191121799 0.879756737384289 0.924437551341146 0.917522385611914 0.879526732985967 0.865427478004717 0.62151301772266 0.575585928744322 0.779441421022644 0.685913702890763 0.69906394642503 0.812604764922992 0.758997542685417
"ChatGPT_11" 0.691197646554475 0.846866495219412 0.76607727518773 0 0.744361365743657 0.676187767094935 0.835322612205664 0.737407222452823 0.61900588383017 0.864300423372466 0.86191397415774 0.841985543867934 0.806451037069409 0.778344782372601 0.676393217588773 0.770156999461713 0.796937720809426 0.700139185805368 0.898991924690015 0.832839845948107 0.772869445019089 0.817989607644607 0.812310846072635 0.698166657328586 0.746607756121155 0.813061665798666 0.821333946405991 0.839144132848823 0.689768680853017 0.700864779978329 0.678933364674487 0.698575147065133 0.795269226932028 0.758284894297545 0.726268397358548 0.741131137059603 0.926903181781644 0.8529786796111 0.788378268656099 0.755697865650468 0.777771654553627 0.779975287854525 0.763547479677955 0.706233971932475 0.797967167191711 0.810977508725899 0.795559309537098 0.864368951133404 0.833987604375312 0.795559309537098 0.690526737172256 0.787332574908055 0.76185086673627 0.723434270027562 0.810930758383478 0.763239357555556 0.786034356179861 0.762160604140277 0.780450972368138 0.689384821920315 0.817033971611983 0.921781941297175 0.731778465276696 0.791973593917317 0.957431351357781 0.781275449117233 0.675375232822691 0.850354152921101 0.911485094610564 0.811429077803073 0.763914503906442 0.768049721570062 1.03866969374312 0.840090047416218 0.846864661489958 0.890927451608633 0.873631316154495 0.835283768913165 0.796065163344848 0.646916494858602 0.603643850650098 0.787153981019077 0.649659815077157 0.712523647863032 0.777018016455604 0.819703092389269
"ChatGPT_12" 0.472201521042862 0.689887090220438 0.719826133170106 0.744361365743657 0 0.671594179498434 0.757014922490267 0.609343936610365 0.721896497460727 0.858009385282909 0.862531609157654 0.584486125956991 0.610007729889863 0.502468681686835 0.748920431736239 0.661607599983892 0.707141504620596 0.700122409055951 0.792713410287245 0.483371942815067 0.700647592545616 0.682216275284984 0.548929361096299 0.663086831084497 0.607058200587399 0.681556067845382 0.660854440514967 0.651438501641921 0.717314292133468 0.679005344056486 0.743377114767905 0.743118669199474 0.691525242125928 0.626964008040065 0.56977085114755 0.683552556602979 0.748520962156723 0.6942632732431 0.624119988187076 0.602413851105384 0.783098560535175 0.705820455712203 0.634946735501748 0.720553514449322 0.712246802929411 0.66688194228201 0.710850175301134 0.717725693957298 0.726371614300019 0.710850175301134 0.451574862050821 0.517779156701185 0.695653169001168 0.744447609601959 0.593153660228212 0.683486612071135 0.635480033832384 0.68998995606616 0.776099678566609 0.637599951769352 0.775485395032844 0.623586058102628 0.460503187979094 0.570414980682263 0.758292786708955 0.595062796027872 0.651795576686191 0.730770560674405 0.778115245493737 0.760515079841144 0.786075276148445 0.38129784622651 0.898137997619605 0.73500911040244 0.653574177290661 0.664144710322046 0.763217930599908 0.680118880839481 0.667113852315154 0.522828479405478 0.637083836749216 0.63613661131074 0.581026841169248 0.709251884941893 0.756895751516799 0.596541312185119
"ChatGPT_13" 0.707436506762126 0.860699172380947 0.734787719937729 0.676187767094935 0.671594179498434 0 0.677761702446992 0.509559300716689 0.77209304620725 0.835056100166055 0.885987438372832 0.784436011177284 0.822501502396232 0.711239898986659 0.774072247863725 0.740480087513677 0.718232843366407 0.662208024370924 0.839034507635162 0.797189288575142 0.652319806168797 0.714669580787264 0.754708042190366 0.78711663700778 0.680071597990034 0.732029418837594 0.719384841613656 0.726834500254398 0.684824491760463 0.687470309265528 0.696807099998164 0.727002778627638 0.771416461775216 0.652293011300553 0.725475915080662 0.72703661867247 0.886915807332836 0.79666731543045 0.712641802377732 0.738956952852573 0.699669789891033 0.706452959909186 0.721709049238244 0.697224933931042 0.755480183750955 0.76429217228825 0.702113055965658 0.78093703356391 0.825449397591095 0.702113055965658 0.687393512432952 0.781953888368946 0.76261298049456 0.742565949321735 0.763300090487605 0.602234043754119 0.662432548824633 0.649838201273872 0.765997386176877 0.69168053648256 0.83904322459715 0.822410937644173 0.659160398606551 0.71853298878331 0.809653583288478 0.680966850235851 0.772641070770079 0.855172971156794 0.935877906381671 0.746888431549175 0.781038726886422 0.682332851504339 0.925913095783616 0.858857523799927 0.704128797485015 0.842971472528374 0.848302339587674 0.78258511735306 0.746162772411068 0.667508268005764 0.615758296081423 0.762436248010674 0.617275914555519 0.673729662929812 0.81726053934273 0.674923574771781
"ChatGPT_14" 0.782546125695738 0.920573898442161 0.805271028908074 0.835322612205664 0.757014922490267 0.677761702446992 0 0.68739267514959 0.864707708149051 0.842893828674911 0.898506850596126 0.85534517025865 0.841812562899573 0.757725885615803 0.942140253748079 0.799738274392574 0.752227068323442 0.770238581841606 0.956347703894211 0.848739719852223 0.777422240103543 0.681806339684388 0.816887214401068 0.894025558154112 0.822239436592527 0.738210115598025 0.771623577013457 0.830263936203613 0.811655866961304 0.903026218941693 0.874796568385086 0.902677757440878 0.847644830956239 0.818850796525412 0.79444581746989 0.866114657968842 0.978463739843209 0.877872434522471 0.824177614634551 0.84419861097072 0.896536330355796 0.801108914915295 0.815876774584594 0.778262941124297 0.912606209632116 0.880458530235652 0.760242324192145 0.968555074129567 0.91139069586706 0.760242324192145 0.73828836004392 0.825411894729544 0.880966417869571 0.872452218384432 0.961494221407948 0.776685872344455 0.566045242690325 0.734190964807954 0.913244696204728 0.811032402669985 0.936324556032539 0.870357304916232 0.73679535643916 0.807025009274583 0.932602010576976 0.802983830949715 0.890384495935286 0.983066802693359 0.982500823247058 0.889562339202724 0.863416709355642 0.778352465181046 0.998209579835441 0.895269152817992 0.760296296809928 0.88944768560735 0.934387428279511 0.796488011433023 0.782878224838397 0.707280943591473 0.809718505722856 0.87313665378854 0.765001818439761 0.895023846729963 0.949430560393547 0.727260142316064
"ChatGPT_15" 0.716234623064137 0.863942582677048 0.770850898014253 0.737407222452823 0.609343936610365 0.509559300716689 0.68739267514959 0 0.718404974700879 0.856429192142988 0.863399792678637 0.817510690432101 0.817340849755414 0.688367075914725 0.87474039578995 0.776321340582725 0.738878714947123 0.674228390311039 0.853703276470088 0.796769850647573 0.758272504886395 0.743276700254416 0.748800934893027 0.793235258106203 0.755058979286931 0.679779368400765 0.685995620845563 0.692179298559255 0.745156855602607 0.738182430658175 0.735031058961044 0.756471238119868 0.763272760207174 0.72199001410688 0.665843613430601 0.737695584337236 0.883663149294668 0.835349038492684 0.674327867426872 0.745890473094081 0.777565801844888 0.706934157513518 0.76648341948408 0.729696510815778 0.776480395875754 0.797926194918457 0.712811152871937 0.811336994817086 0.857615353153232 0.712811152871937 0.653292475927437 0.757761794453372 0.844332713362976 0.852040170034772 0.841779976667368 0.602064650418242 0.651271733730628 0.555836638718318 0.859327888966251 0.691270456557873 0.871502353770548 0.826815354764249 0.667453189068984 0.792079393996006 0.831472762326513 0.688654147309587 0.800624804518759 0.84384764507904 0.90572545176213 0.770671012584456 0.814373948553915 0.706348630873624 0.876251483888695 0.884630572079759 0.697084726150978 0.852552571339205 0.837360670098788 0.738348976159177 0.770784938013214 0.595189092351848 0.714906705007843 0.745603188802443 0.686977219895684 0.712209846573424 0.832264481220253 0.710985625277572
"ChatGPT_16" 0.694213923927222 0.851924110672163 0.79528743968094 0.61900588383017 0.721896497460727 0.77209304620725 0.864707708149051 0.718404974700879 0 0.826164145401802 0.842064402714748 0.894538020842234 0.834508294985384 0.805337877974231 0.656781945848602 0.823177273893379 0.813525476571246 0.785999211721697 0.849620651946674 0.780895525344818 0.780246652521076 0.83105648826352 0.753967741728392 0.673624039204909 0.701120664802187 0.729851773713538 0.749923108692475 0.740667730623609 0.633360847512224 0.763330468801453 0.703783427888813 0.726878889724233 0.751937041068711 0.69893445544493 0.775135525688319 0.780133134314373 0.901841855279429 0.904189656867618 0.797407058814763 0.744777197251778 0.793778267998358 0.81521890117044 0.808285500818686 0.782101743278967 0.826741649160527 0.898822226179284 0.82211664677815 0.900301544991073 0.94123092744672 0.82211664677815 0.655024427197657 0.774310274916662 0.84146715097935 0.79037618890855 0.888435436977935 0.696255856541276 0.77584700595292 0.682412286160642 0.752314065792112 0.638379512364122 0.86345171718191 0.904729345976073 0.67734707707633 0.811463347090035 0.874007475210894 0.686576141896622 0.666342136366899 0.906757747224933 0.810968382761997 0.674364524715594 0.727993301643798 0.748925417816486 1.00074564753192 0.876436177541651 0.82714697697813 0.866182381669094 0.904105109924461 0.756210966048527 0.721466743697851 0.597969836590949 0.687393654867374 0.78435744585668 0.652798991177105 0.632892642408873 0.838593848395468 0.825425756601922
"ChatGPT_17" 0.819886678362018 0.922424321485426 0.908362620698629 0.864300423372466 0.858009385282909 0.835056100166055 0.842893828674911 0.856429192142988 0.826164145401802 0 0.867636843230705 0.97844093573262 0.943092429351798 0.928417804871634 0.880696819612404 0.872127788191467 0.825504760671831 0.83783447086923 0.846111450157478 0.969915506299972 0.868218578135765 0.905312504160655 0.901168854436502 0.906410507868984 0.780828478766881 0.854841291093451 0.90383511758178 0.901494427720739 0.819777374638591 0.880018751450792 0.852608351137341 0.922091531838538 0.782568897967968 0.819117198189385 0.861957440658716 0.89445184261774 1.04781173382785 0.926831321685442 0.931329497432385 0.842217060040858 0.921355116753688 0.888549802169507 0.875100116830093 0.847117854110322 0.955104065493832 0.948462187567148 0.918881582720587 1.00940149880111 0.86655335551464 0.918881582720587 0.782922877052572 0.785573003752084 0.873959436531754 1.0174767306898 1.04376264633189 0.946895587650852 0.912960836978899 0.907394039533766 0.82253140422085 0.940033468764214 0.939589946411979 0.985243648972721 0.800469018834717 0.920896221724982 0.966220887755008 0.883690711852693 0.973621430154518 0.98362844467973 0.939882755370561 0.903563781312212 0.79469403427537 0.906993913401808 0.974019265487688 0.909135397206698 0.899165328384183 1.0204631454241 0.937605584709764 0.902437883876506 0.908636098996716 0.807297423387334 0.738159353361475 0.880469522079459 0.761219325160011 0.872750962503103 0.83397455472571 0.855505684106037
